[INFO] [2023-03-08 01:55:35,884] [202303080155356140690] [16:139668142229248] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/create
[INFO] [2023-03-08 02:14:09,412] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:14:09,418] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:14:26,888] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:14:26,895] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:14:26,902] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:14:51,422] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:14:51,429] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:14:51,435] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:15,401] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:15,408] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:15,414] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:36,673] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:36,679] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:36,685] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:53,398] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:53,405] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:15:53,411] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:16:17,667] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:16:17,675] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:16:17,683] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:16:41,042] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:16:41,049] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:16:41,055] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:02,046] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:02,053] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:02,059] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:24,578] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:24,585] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:24,591] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:42,311] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:42,318] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:17:42,324] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:02,485] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:02,492] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:02,498] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:18,819] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:18,826] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:18,832] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:34,319] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:34,326] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:34,332] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:52,959] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:52,966] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:18:52,972] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:19:17,104] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:19:17,111] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:19:17,117] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:19:41,176] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:19:41,183] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:19:41,189] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:01,345] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:01,352] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:01,358] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:18,045] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:18,052] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:18,058] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:35,070] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:35,077] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:35,083] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:57,189] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:57,196] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:20:57,202] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:13,954] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:13,961] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:13,966] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:31,000] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:31,007] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:31,012] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:52,397] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:52,404] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:21:52,410] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:12,141] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:12,148] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:12,154] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:34,626] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:34,633] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:34,639] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:49,780] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:49,788] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:22:49,794] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:08,484] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:08,491] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:08,497] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:28,828] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:28,835] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:28,841] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:44,621] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:44,628] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:23:44,634] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:04,492] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:04,499] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:04,506] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:28,939] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:28,946] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:28,952] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:52,910] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:52,918] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:24:52,924] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:14,321] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:14,327] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:14,333] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:33,444] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:33,451] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:33,456] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:48,690] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:48,697] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:25:48,703] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:03,723] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:03,730] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:03,736] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:28,452] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:28,459] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:28,465] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:44,968] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:44,977] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:26:44,989] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/arbiter/10000/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:27:08,364] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/guest/9999/align
{"retcode":0,"retmsg":"success"}

[INFO] [2023-03-08 02:27:08,371] [202303080155356140690] [16:139667932493568] - [api_utils.federated_coordination_on_http] [line:246]: http api response: http://nginx:9300/v1/party/202303080155356140690/host/10000/align
{"retcode":0,"retmsg":"success"}

